JobTitle,Location,Industry,Employment Type,seniorityLevel,JobFunction,CompanyName,JobPostedon
Shop Service Technician,Dickinson; ND; US,Construction. Mechanical or Industrial Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,TechnipFMC,13-08-17
Commercial Lawyer / Legal Advisor,Singapore,Oil & Energy,Full-time,Director,Legal,Total,8/4/17
Business Flows Int诈grateur H/F,Nanterre,Oil & Energy,Full-time,Director,Engineering. Information Technology,Total,8/3/17
C&B Supervisor,Vietnam,Oil & Energy. Consumer Goods,Full-time,Mid-Senior level,Human Resources,Total,8/7/17
Middle Office Analyst,Canary Wharf,Oil & Energy,Full-time,Entry level,Finance,Total,8/9/17
Corporate Governance Executive,United Arab Emirates,Oil & Energy,Full-time,Associate,Other,Total,15-08-17
Jeunes Talents h/f,Bruxelles,Chemicals,Full-time,Internship,General Business. Finance,Total,23-08-17
Internal Control Intern,Canary Wharf; London,Oil & Energy,Full-time,Internship,Accounting/Auditing. Finance,Total,17-08-17
Risk Control Operational Compliance Analyst Internship,Canary Wharf,Oil & Energy,Full-time,Internship,Analyst,Total,16-08-17
Data Scientist H/F,Courbevoie,Oil & Energy,Full-time,Director,Engineering. Project Management,Total,8/2/17
DIGITAL & MARKETING SUPPORT OFFICER,Addis Ababa; ET,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Marketing. Sales,Total,18-07-17
EST諄GIOS CANDIDATOS SEM EXPERIENCIA PROFISSIONAL,Negola; AO,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Other,Total,29-08-17
HSE Officer,Singapore; SG,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Total,24-08-17
Financial Analyst,Singapore; SG,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Finance. Sales,Total,8/8/17
VIE BUSINESS DEVELOPER INDE,Mumbai; IN,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Associate,Business Development. Sales,Total,15-07-17
Executive Network Development Contract / Offrole position,Bangalore; IN,Oil & Energy,Full-time,Not Applicable,Information Technology,Total,8/2/17
Responsable Fonctionnel Message & Outils collaboratifs H/F,Bruxelles,Oil & Energy,Full-time,Director,Engineering. Information Technology,Total,8/9/17
VIE JUNIOR RESERVOIR ENGINEER M/F GABON,PortGentil; GA,Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,Total,8/5/17
Chef de projet Poste de travail H/F,Nanterre,Oil & Energy,Full-time,Director,Project Management. Information Technology,Total,8/10/17
Chef de projet SI H/F,Courbevoie,Oil & Energy,Full-time,Mid-Senior level,Project Management. Information Technology,Total,8/2/17
Credit Analyst,Canary Wharf; London,Oil & Energy,Full-time,Associate,Finance,Total,8/1/17
Responsable Ing诈nierie Electrique Projet PV H/F,Courbevoie,Renewables & Environment. Oil & Energy,Full-time,Executive,Engineering. Project Management,Total,8/11/17
Back Office Analyst,Canary Wharf; London,Oil & Energy,Full-time,Associate,Finance,Total,8/9/17
TLCAO Sales Engineer,Changsha; CN,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Sales. Business Development,Total,29-08-17
TLCIO Sales Engineer,Shenzhen; CN,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Sales. Business Development,Total,29-08-17
Supply Coordination Assistant,NCR National Capital Region; Philippines,Oil & Energy,Full-time,Associate,Supply Chain. Engineering. Accounting/Auditing,Total,8/9/17
Senior Treasury Services Analyst,Canary Wharf,Oil & Energy,Full-time,Mid-Senior level,Finance,Total,8/9/17
Ing诈nieure Cloud Infrastructure Automation H/F,Paris La D诈fense,Oil & Energy,Full-time,Director,Information Technology,Total,8/11/17
SAP Process Expert Marketing & Commercial,Nanterre,Oil & Energy,Full-time,Mid-Senior level,General Business. Engineering,Total,8/8/17
Chef de projet Solutions techniques PV Commercial et Industriel H/F,Courbevoie,Oil & Energy,Full-time,Director,Business Development. Engineering,Total,8/8/17
Chef de projets T诈l诈com H/F,Pau,Oil & Energy,Full-time,Director,Project Management. Information Technology,Total,8/2/17
Maintenance Manager,Pasadena; Texas,Oil & Energy. Mechanical or Industrial Engineering,Full-time,Mid-Senior level,Manufacturing. Engineering. Management,Total,8/10/17
Sales Area Manager Lubs Automotive,Flandre Occidentale,Chemicals,Full-time,Mid-Senior level,General Business,Total,8/1/17
Ing诈nieure LAN & T诈l诈phonie H/F,Nanterre,Oil & Energy,Full-time,Mid-Senior level,Engineering. Information Technology,Total,8/7/17
VIE ENERGY ENGINEER M/F BELGIUM,Antwerpen; BE,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Total,22-07-17
Internal Controller,London,Oil & Energy,Full-time,Director,Accounting/Auditing,Total,8/4/17
Legal Counsel,NCR National Capital Region; Philippines,Oil & Energy,Full-time,Mid-Senior level,General Business. Legal. Consulting,Total,30-08-17
Internal Control Analyst,NCR National Capital Region; Philippines,Oil & Energy,Full-time,Mid-Senior level,Accounting/Auditing. General Business. Analyst,Total,30-08-17
Contr这le de Gestion,Brussels; BE,Oil & Energy,Full-time,Not Applicable,Business Development. Sales,Total,29-08-17
Responsabilit诈s g诈n诈rales R&D,ChalettesurVoire; FR,Oil & Energy,Full-time,Not Applicable,Research. Analyst. Information Technology,Total,29-08-17
Commercieel Afgevaardigde Regio Noord m/v ProxiFuel,Bruxelles,Chemicals,Full-time,Mid-Senior level,General Business,Total,28-08-17
RAILCARS FLEET COORDINATOR GERMANY,Brussels; BE,Oil & Energy,Full-time,Not Applicable,Management. Manufacturing,Total,27-08-17
Mitarbeiter/in Versorgung/PreisMengenSteuerung,Berlin und Umgebung; Deutschland,Oil & Energy,Full-time,Associate,Distribution. Supply Chain,Total,24-08-17
Credit Risk Manager,Redhill,Oil & Energy. Utilities,Full-time,Director,Accounting/Auditing. Supply Chain,Total,21-08-17
Office Manager Operating out of Washington DC,Washington D.C. Metro Area,Oil & Energy,Full-time,Mid-Senior level,Administrative. Customer Service. Public Relations,Total,21-08-17
National Sales Manager,Home Based,Oil & Energy. Utilities,Full-time,Director,Sales,Total,16-08-17
Commercial Fuels Area Manager,NCR National Capital Region; Philippines,Oil & Energy,Full-time,Associate,Engineering. Sales. Business Development,Total,15-08-17
Mining Business Development Executive,Singapore; SG,Information Technology and Services. Oil & Energy. Financial Services,Contract,Associate,Business Development. Sales,Total,8/1/17
HR Generalist,Tuas; SG,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Human Resources,Total,28-08-17
Junior Talent Project Manager H/F,Courbevoie; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Project Management. Information Technology,Total,27-07-17
Alternance Assistant Mobilit诈 Interne H/F,TourenSologne; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Internship,Education. Training,Total,8/10/17
Alternant Programmeur langage Visual Basic H/F,Courbevoie; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Information Technology,Total,15-07-17
D诈veloppeur d'application WEB H/F,Pau; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Total,21-07-17
STAGE INGENIEUR GENERALISTE PROJET ARRET H/F,Harfleur; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Internship,Education. Training,Total,21-07-17
Stage Analyste huiles v诈g诈tales H/F,TourenSologne; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Internship,Design. Art/Creative. Information Technology,Total,8/5/17
Assistant Service Paie,Montpouillan; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Human Resources,Total,15-07-17
Alternance Support analyses de risques technologiques H/F,TourenSologne; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Information Technology,Total,8/9/17
Alternant Assistant Junior fonctionnel centre de comp诈tences SAP H/F,TourenSologne; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Other,Total,15-07-17
Alternant Assistant Formation R诈seau et Communication H/F,GifsurYvette; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Marketing. Sales,Total,18-07-17
Alternance Support pour le centre de comp诈tence SAP H/F,Nanterre; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Information Technology,Total,8/11/17
Alternance Assistance centre de comp诈tences SAP H/F,Nanterre; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Information Technology,Total,8/11/17
Coordinateur Environnement For諑t H/F,Courbevoie; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Other,Total,21-07-17
ALT Participation 誣 l_验诈laboration de reporting par Business Line,TourenSologne; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Design. Art/Creative. Information Technology,Total,8/11/17
Alternance M诈canique H/F,Mormant; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Total,8/8/17
Stage Support au d诈ploiement Finance du projet PRISM H/F,TourenSologne; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Design. Art/Creative. Information Technology,Total,8/2/17
Stage Juriste H/F,Courbevoie; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Internship,Legal,Total,8/4/17
Alternant Elect/Instrumentation,Mormant; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Total,8/8/17
Marketing Executive,Singapore; SG,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Associate,Marketing. Sales,Total,22-08-17
Regional Pricing & Revenue Manager,Singapore; SG,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Associate,Finance. Sales,Total,22-08-17
HR Executive,Singapore; SG,Information Technology and Services. Oil & Energy. Financial Services,Part-time,Associate,Human Resources,Total,22-08-17
Alternant Maintenance Gammes d'op诈ration sous SAP H/F,Mormant; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Total,8/8/17
Stage Juriste droit des affaires H/F,Nanterre; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Internship,Legal,Total,20-07-17
Purchasing Manager,Singapore; SG,Oil & Energy,Full-time,Not Applicable,Purchasing. Supply Chain,Total,29-08-17
Business System & Project Manager,Singapore; SG,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Associate,Project Management. Information Technology,Total,16-08-17
Stage Optimisation des sch诈mas de gestion de crise H/F,Nanterre; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Internship,Design. Art/Creative. Information Technology,Total,26-07-17
Stage Analyste fonds et institutions de d诈veloppement H/F,Courbevoie; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Internship,Finance. Sales,Total,15-07-17
Support SIRH H/F,Courbevoie; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Information Technology,Total,20-07-17
Technicien optimisation m诈thodes analyse produits traitement p诈trolier,Pau; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Total,21-07-17
STAGE Assistant d诈ploiement d'application digitale H/F,Nanterre; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Internship,Other,Total,8/8/17
Alternance Assistant HSEQEE H/F,Nanterre; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Total,18-07-17
Sp诈cialiste Instrumentation & Syst諏mes de Contr这le S诈curit诈 H/F,Courbevoie; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Total,17-07-17
INTERNSHIP Ice interaction with marine and offshore structures H/F,Courbevoie; FR,Information Technology and Services. Oil & Energy. Financial Services,Other,Internship,Management. Manufacturing,Total,18-07-17
D诈veloppement d'une base de donn诈es existante,Pau; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Total,21-07-17
ALTERNANCE Assistant Communication Commerciale H/F,TourenSologne; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Marketing. Sales,Total,18-07-17
IPP Technical Manager,Singapore; SG,Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,Total,8/2/17
Comptabilit诈,PortGentil; GA,Oil & Energy,Full-time,Not Applicable,Other,Total,8/2/17
D诈l诈gu诈 Commercial _研 R诈gion Nord h/f Proxifuel,Bel; BE,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Sales. Business Development,Total,15-07-17
Op诈rateur Ext诈rieur Raffinage P诈trochimie H/F,Feyzin; FR,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Total,21-07-17
Auxiliar de HSE,Guadalajara; MX,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Total,29-08-17
Administratief bediende : beheerder subcontracting,Ertvelde; BE,Information Technology and Services. Oil & Energy. Financial Services,Contract,Entry level,Administrative,Total,29-08-17
Referent/in Arbeits und Anlagensicherheit Unfallmanagement,Berlin; DE,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Business Development. Sales,Total,29-08-17
Mitarbeiter/in PreisMengenSteuerung,Berlin; DE,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Other,Total,29-08-17
Secretaresse productie startbaanovereenkomst,Antwerpen; BE,Information Technology and Services. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Total,29-08-17
